DATE	SAMPLING_GROUP	EXP_DAY	MANIPULATION_DAY	TREATMENT	AVIARY	ID	COLOR_RING	SAMPLING_TIME	BODY_MASS	VIDEO	CLOACA_HIGH1	CLOACA_HIGH2	CLOACA_HIGH3	CLOACA_WIDTH1	CLOACA_WIDTH2	CLOACA_WIDTH3	CLOACA_LENGTH1	CLOACA_LENGTH2	CLOACA_LENGTH3
31.05.14	2	10	9	Infected	7	N566437	white	12	30.1	spvid_186	4.71	4.9	4.78	7.43	7.38	7.74	5.19	5.45	5.3
31.05.14	2	10	9	Infected	7	N566442	red	12	31.5	spvid_187	4.77	5	4.85	7.18	7.28	7.31	5.23	5.96	5.93
31.05.14	2	10	9	Infected	7	N566465	blue	12	29.2	spvid_188	5.1	4.44	4.21	7.69	7.63	7.17	5.45	5.24	5.24
31.05.14	2	10	9	Uninfected	5	N566407	red	12	28.4	spvid_189	4.84	4.91	4.75	5.23	5.3	5.5	4.58	4.19	3.99
31.05.14	2	10	9	Uninfected	5	N566417	white	13	28.6	spvid_190	4.9	4.6	4.93	6.14	5.97	6.08	4.5	4.36	4.84
31.05.14	2	10	9	Uninfected	5	N566419	blue	13	26.9	spvid_191	4.99	5.11	4.5	6.37	6.67	6.23	5.41	5.28	5.54
31.05.14	2	10	9	Uninfected	5	N566440	yellow	13	26.6	spvid_192	4.39	4.09	4.1	5.34	5.25	5.33	4.65	4.66	4.49
31.05.14	2	10	9	Infected	11	N566434	white	13	30.8	spvid_193	4.84	5.21	4.95	7.61	7.74	7.17	4.88	4.75	4.95
31.05.14	2	10	9	Infected	11	N566458	yellow	13	26.8	spvid_194	3.32	3.66	3.51	6.26	6.75	6.84	4.57	4.97	4.83
31.05.14	2	10	9	Infected	11	N566459	red	14	27.1	spvid_195	5.15	4.61	4.6	7.3	7.32	7.31	5.22	5.85	5.64
31.05.14	2	10	9	Infected	11	N566447	blue	14	28.2	spvid_196	5.56	5.86	5.27	7.63	7	7.14	4.82	4.45	4.48
02.06.14	2	12	9	Infected	15	N566460	blue	7	26.7	spvid_197	4.11	4.61	4.02	7.11	6.45	7.03	4.8	4.28	4.58
02.06.14	2	12	9	Infected	15	N566473	white	8	28.3	spvid_198	3.72	4.29	4.42	8.2	7.62	7.77	4.71	5.07	5.31
02.06.14	2	12	9	Infected	15	N173696	red	8	27.9	spvid_199	4.92	4.29	4.98	6.96	6.6	6.86	4.64	4.68	4.62
02.06.14	2	12	9	Infected	15	N566450	yellow	8	28.1	spvid_200	6.21	5.96	6.06	6.57	6.57	6.8	4.76	4.53	4.53
02.06.14	2	12	9	Uninfected	9	N566457	white	8	25.1	spvid_201	4.94	4.48	4.5	6.87	6.93	7.12	4.8	5.21	5.19
02.06.14	2	12	9	Uninfected	9	N566433	blue	9	28.6	spvid_202	4.96	4.48	4.72	7.31	7.25	7.44	4.98	4.61	4.62
02.06.14	2	12	9	Uninfected	9	N566438	yellow	9	27.5	spvid_203	4.92	4.35	4.68	7.07	6.77	7.11	4.48	4.75	4.53
02.06.14	2	12	9	Uninfected	9	N566432	red	9	25	spvid_204	5.45	5.02	5.27	6.66	6.27	6.45	4.68	5.18	4.27
02.06.14	2	12	9	Infected	3	N566409	yellow	9	25.6	spvid_205	4.95	4.88	5.12	6.53	6.88	6.67	4.95	4.74	4.63
02.06.14	2	12	9	Infected	3	N566413	blue	10	27.6	spvid_206	4.94	4.28	4.43	7.04	7.28	7.25	5.3	5.39	5.41
02.06.14	2	12	9	Infected	3	N566415	white	10	26.1	spvid_207	4.8	4.81	4.35	6.5	6.56	6.33	4.91	4.76	4.87
02.06.14	2	12	9	Infected	3	N566436	red	10	27	spvid_208	4.29	3.97	4.2	6.36	6.19	6.31	4.66	5.12	5.06
02.06.14	2	12	9	Uninfected	13	N566441	yellow	10	28.4	spvid_209	6.15	5.66	6.05	7.11	7.52	7.08	5.05	4.61	4.62
02.06.14	2	12	9	Uninfected	13	N566464	red	11	27	spvid_210	5.22	5.14	5.13	6.44	6.51	6.35	5.57	5.61	5.4
02.06.14	2	12	9	Uninfected	13	N566448	white	11	24.7	spvid_211	5.1	5.15	4.86	7.1	6.77	6.63	5.28	5.98	5.68
02.06.14	2	12	9	Uninfected	13	N566466	blue	11	26.2	spvid_212	4.65	4.5	4.58	7.05	"5,56"	6.57	4.75	4.81	4.6
02.06.14	2	12	9	Infected	7	N566423	yellow	13	27	spvid_213	4.96	4.54	4.41	5.98	5.86	5.98	4.6	4.64	4.54
02.06.14	2	12	9	Infected	7	N566437	white	13	29.8	spvid_214	4.58	4.91	4.86	7.05	6.94	7.01	4.88	4.86	4.97
02.06.14	2	12	9	Infected	7	N566442	red	13	30.9	spvid_215	6.11	6.2	6.31	8.58	8.82	8.13	6.15	6.13	5.97
02.06.14	2	12	9	Infected	7	N566465	blue	14	26.7	spvid_216	4.61	4.8	4.71	7.16	7.22	7.2	5.44	5.38	5.24
02.06.14	2	12	9	Uninfected	5	N566407	red	14	28	spvid_217	5.29	5.25	5.06	5.55	5.51	5.78	3.85	4.04	4.06
02.06.14	2	12	9	Uninfected	5	N566417	white	14	28.6	spvid_218	4.15	3.85	4.09	6.85	6.53	6.67	4.64	4.53	4.43
02.06.14	2	12	9	Uninfected	5	N566419	blue	14	27.1	spvid_219	4.27	4.45	4.09	6.1	6.75	6.03	4.96	4.77	4.43
02.06.14	2	12	9	Uninfected	5	N566440	yellow	15	25.4	spvid_220	4.33	3.6	4.7	4.79	5.7	4.62	3.68	3.33	3.86
02.06.14	2	12	9	Infected	11	N566434	white	15	30.6	spvid_221	5.47	5.52	5.15	6.86	6.84	6.67	4.99	5.29	5.1
02.06.14	2	12	9	Infected	11	N566458	yellow	15	27.1	spvid_222	4.15	4.32	4.13	6.22	6.5	6.6	4.51	4.19	4.12
02.06.14	2	12	9	Infected	11	N566459	red	15	26.7	spvid_223	5.07	4.82	4.87	7.01	7.08	7.24	5.5	5.94	5.6
02.06.14	2	12	9	Infected	11	N566447	blue	16	27.8	spvid_224	4.57	4.41	4.28	6.08	5.98	5.65	4.82	4.87	4.65
05.06.14	1	19	18	Uninfected	10	N585203	blue	7	26.7	spvid_225	4.59	4.08	4.51	6.07	5.52	5.61	4.43	4.18	4.35
05.06.14	1	19	18	Uninfected	10	N585204	red	7	26.2	spvid_226	4.65	4.11	4.66	5.37	5.36	5.16	3.75	3.58	3.63
05.06.14	1	19	18	Uninfected	10	N585205	yellow	8	27.8	spvid_227	4.85	4.81	4.5	5	5.12	5.01	4.08	4.17	4.06
05.06.14	1	19	18	Uninfected	10	N566113	white	8	25.8	spvid_228	3.28	3.97	3.79	7.5	7.27	7.18	5.28	5.24	4.88
05.06.14	1	19	18	Infected	4	N566490	blue	8	25.1	spvid_229	3.75	3.83	3.82	6.05	5.56	5.75	4.83	4.87	4.23
05.06.14	1	19	18	Infected	4	N566493	yellow	8	24.9	spvid_230	3.64	3.57	3.62	6.11	6.4	6.1	4.82	4.43	4.8
05.06.14	1	19	18	Infected	4	N566182	red	8	26.1	spvid_231	5.14	5.01	4.82	5.54	5.23	5.61	4.38	4.37	4.31
05.06.14	1	19	18	Infected	4	N566492	white	8	28.2	spvid_232	4.77	4.28	4.23	5.77	6.45	6.66	4.52	5.08	4.89
05.06.14	1	19	18	Uninfected	14	N566198	red	9	25.6	spvid_233	4.19	4.46	4.07	5.86	5.97	6.22	5.05	5.24	5.32
05.06.14	1	19	18	Uninfected	14	N566199	white	9	26	spvid_234	4.09	4.29	4.12	6.7	6.13	6.34	4.48	4.26	4.38
05.06.14	1	19	18	Uninfected	14	N566404	yellow	9	27.4	spvid_235	5.24	4.65	4.96	6.12	6.27	6.47	4.29	4.47	4.33
05.06.14	1	19	18	Uninfected	14	N566160	blue	9	28.5	spvid_236	5.55	5.55	5.68	6.58	7.05	6.66	4.24	5.06	5.21
05.06.14	1	19	18	Infected	8	N585208	yellow	9	29.5	spvid_237	5.58	5.37	5.18	6.51	6.3	6.24	4.74	4.4	4.62
05.06.14	1	19	18	Infected	8	N585209	white	10	25.1	spvid_238	4.76	4.59	4.69	5.12	5.24	5.39	5.14	5.83	5.26
05.06.14	1	19	18	Infected	8	N585210	red	10	28.1	spvid_239	5.74	5.38	5.48	7.06	7.45	7.44	5.08	5.58	5.58
05.06.14	1	19	18	Infected	8	N566400	blue	10	27.6	spvid_240	4.62	4.24	4.28	6.9	7.38	7.12	5.15	5.39	5.29
05.06.14	1	19	18	Uninfected	2	N566484	blue	12	28.2	spvid_241	4.24	4.84	4.46	8.04	7.56	7.63	5.66	5.17	5.24
05.06.14	1	19	18	Uninfected	2	N566486	yellow	12	27.4	spvid_242	4.97	4.87	5.36	7.77	7.52	7.72	5.84	5.11	5.29
05.06.14	1	19	18	Uninfected	2	N566487	red	12	27.6	spvid_243	4.21	4.61	4.42	6.83	6.9	6.88	4.75	4.59	5
05.06.14	1	19	18	Uninfected	2	N566485	white	12	25.1	spvid_244	4.33	4.28	4.35	6.92	6.72	6.66	4.2	4.81	4.22
05.06.14	1	19	18	Infected	12	N566402	white	13	25.9	spvid_245	4.49	4.69	4.61	5.76	5.59	6.07	4.31	3.95	4.45
05.06.14	1	19	18	Infected	12	N566401	yellow	13	26.1	spvid_246	4.59	4.81	4.65	6.87	6.11	6.36	4.69	4.42	4.53
05.06.14	1	19	18	Infected	12	N566452	red	13	26.9	spvid_247	5.38	4.68	4.66	6.49	6.47	6.62	4.6	4.5	4.58
05.06.14	1	19	18	Infected	12	N566403	blue	13	25.5	spvid_248	5.02	5.56	5.26	7.23	7.17	7.27	5.1	5.35	5.18
05.06.14	1	19	18	Uninfected	6	N566495	blue	13	27.3	spvid_249	4.91	4.45	4.18	5.3	5.83	5.78	4.04	4.12	4.34
05.06.14	1	19	18	Uninfected	6	N566140	red	13	26.9	spvid_250	4.73	5.15	4.93	7.55	7.08	7.25	5.33	5.69	5.56
05.06.14	1	19	18	Uninfected	6	N566497	white	14	26.3	spvid_251	4.97	5.36	4.6	7.06	6.82	6.84	5.84	6.12	5.69
05.06.14	1	19	18	Uninfected	6	N566200	yellow	14	26.9	spvid_252	5.76	5.55	5.34	6.27	6.97	6.3	4.65	4.29	4.49
07.06.14	1	21	18	Uninfected	10	N585203	blue	7	25.7	spvid_253	4.26	4.3	4.24	5.56	5.08	5.67	3.17	4.1	3.91
07.06.14	1	21	18	Uninfected	10	N585204	red	8	25	spvid_254	4.35	4.63	4.62	5.85	5.98	5.76	3.84	4.06	3.17
07.06.14	1	21	18	Uninfected	10	N585205	yellow	8	26.8	spvid_255	5.22	4.63	5.22	7.07	6.8	6.45	4.94	4.56	4.27
07.06.14	1	21	18	Uninfected	10	N566113	white	8	24.6	spvid_256	4.15	.4.15	4.33	7.14	6.53	6.88	4.93	5.12	4.85
07.06.14	1	21	18	Infected	4	N566490	blue	9	24.9	spvid_257	3.33	3.38	3.17	4.52	4.61	4.67	3.94	3.9	3.28
07.06.14	1	21	18	Infected	4	N566493	yellow	9	24.1	spvid_258	4.21	4.38	4.03	6.59	6.51	6.51	4.53	4.94	4.61
07.06.14	1	21	18	Infected	4	N566182	red	9	24.9	spvid_259	4.04	4	4.15	5.44	5.46	4.37	4.4	4.97	4.4
07.06.14	1	21	18	Infected	4	N566492	white	9	26.7	spvid_260	4.5	4.32	4.2	6.77	7.03	6.68	4.25	4.48	4.11
07.06.14	1	21	18	Uninfected	14	N566198	red	9	25.9	spvid_261	4.94	4.15	4.58	5.71	5.86	5.41	4.92	4.46	4.47
07.06.14	1	21	18	Uninfected	14	N566199	white	10	25.4	spvid_262	4.48	4.72	4.95	6.49	6.38	6.51	4.65	4.19	4.29
07.06.14	1	21	18	Uninfected	14	N566404	yellow	10	26.2	spvid_263	4.97	4.58	4.88	6.16	5.98	5.76	5.35	4.56	4.75
07.06.14	1	21	18	Uninfected	14	N566160	blue	10	27.7	spvid_264	5.56	5.33	5.7	6.65	6.48	6.45	5.11	4.65	5.54
07.06.14	1	21	18	Infected	8	N585208	yellow	11	28.9	spvid_265	5.33	4.59	5.37	6.87	7.04	6.67	4.94	5.07	4.97
07.06.14	1	21	18	Infected	8	N585209	white	11	24.7	spvid_266	4.8	4.59	4.67	5.57	5.37	5.46	5.56	5.84	5.84
07.06.14	1	21	18	Infected	8	N585210	red	11	27.8	spvid_267	5.03	4.6	5.08	6.64	7.41	7.13	5.78	5.1	5.98
07.06.14	1	21	18	Infected	8	N566400	blue	11	26.4	spvid_268	4.68	4.92	4.48	7.07	7.03	6.8	5.56	5	5.39
07.06.14	1	21	18	Uninfected	2	N566484	blue	13	27.9	spvid_269	5.13	4.69	4.73	7.24	7.38	6.84	4.63	5.54	4.68
07.06.14	1	21	18	Uninfected	2	N566486	yellow	13	28.3	spvid_270	4.51	4.48	4.32	7.4	7.01	7.69	5.02	5.12	5.17
07.06.14	1	21	18	Uninfected	2	N566487	red	14	27.8	spvid_271	3.69	3.86	3.74	6.68	6.99	7.08	4.57	4.28	4.63
07.06.14	1	21	18	Uninfected	2	N566485	white	14	24.3	spvid_272	3.72	3.78	3.54	6.2	6.3	6.36	4.45	4.57	4.23
07.06.14	1	21	18	Infected	12	N566402	white	14	25.8	spvid_273	4.33	4.26	4.14	5.89	5.35	6.03	4.59	4.36	4.3
07.06.14	1	21	18	Infected	12	N566401	yellow	14	26	spvid_274	4.05	4.35	4.41	6.39	6.31	6.26	4.56	4.29	4.25
07.06.14	1	21	18	Infected	12	N566452	red	15	26.9	spvid_275	5.49	4.76	5.38	6.16	6.46	6.06	4.74	4.97	4.92
07.06.14	1	21	18	Infected	12	N566403	blue	15	24.9	spvid_276	5.08	4.88	4.68	6.78	7.18	7.08	4.78	5.18	5.21
07.06.14	1	21	18	Uninfected	6	N566495	blue	15	27.1	spvid_277	4.71	4.52	4.74	5.67	6.32	5.25	3.83	3.79	3.82
07.06.14	1	21	18	Uninfected	6	N566140	red	16	26.4	spvid_278	5.35	5.38	5.33	7.61	7.44	7.27	5.26	5.55	5.37
07.06.14	1	21	18	Uninfected	6	N566497	white	16	25.7	spvid_279	4.21	4.62	4.32	6.63	6.62	6.5	5.65	4.69	5.6
07.06.14	1	21	18	Uninfected	6	N566200	yellow	16	26.5	spvid_280	4.48	3.81	4.53	7.14	7	7.18	4.57	4.42	4.46
09.06.14	2	19	18	Infected	15	N566460	blue	7	27.1	spvid_281	3.76	4.21	3.99	6.57	6.97	6.47	4.2	4.65	4.52
09.06.14	2	19	18	Infected	15	N566473	white	7	31.4	spvid_282	5.06	4.87	4.81	7	6.85	7.12	4.84	4.99	4.98
09.06.14	2	19	18	Infected	15	N173696	red	8	28.6	spvid_283	5.12	4.95	4.94	7.17	6.82	6.84	5.89	6.08	6.06
09.06.14	2	19	18	Infected	15	N566450	yellow	8	28	spvid_284	5.29	4.6	5.23	6.39	6.99	6.93	5.08	5.12	5.44
09.06.14	2	19	18	Uninfected	9	N566457	white	8	25.6	spvid_285	5.31	5.38	5.33	6.83	6.33	6.77	5.23	5.34	5.24
09.06.14	2	19	18	Uninfected	9	N566433	blue	8	29.3	spvid_286	4.82	4.75	4.25	8.44	8.4	8.27	4.93	5.5	5.64
09.06.14	2	19	18	Uninfected	9	N566438	yellow	8	27.7	spvid_287	4.79	5.56	5.54	6.59	6.78	6.75	4.66	5.37	5.06
09.06.14	2	19	18	Uninfected	9	N566432	red	8	25	spvid_288	5.15	5.25	5.14	6.19	6.72	6.86	4.92	4.77	4.64
09.06.14	2	19	18	Infected	3	N566409	yellow	9	26.5	spvid_289	4.84	4.92	4.94	5.89	6.09	6.04	4.88	4.97	4.67
09.06.14	2	19	18	Infected	3	N566413	blue	9	27.4	spvid_290	5.13	5.04	4.84	8.77	9.26	8.98	5.04	5	5.05
09.06.14	2	19	18	Infected	3	N566415	white	9	26.8	spvid_291	5.51	5.38	5.14	6.79	6.04	6.13	4.41	4.13	4.45
09.06.14	2	19	18	Infected	3	N566436	red	9	27.4	spvid_292	4.01	3.64	4.41	6.59	5.53	5.39	5.05	5.15	5.21
09.06.14	2	19	18	Uninfected	13	N566441	yellow	9	29.6	spvid_293	5.52	4.89	5.4	7.06	7.57	7.81	5.74	5.03	5.42
09.06.14	2	19	18	Uninfected	13	N566464	red	9	27.6	spvid_294	4.84	4.88	5.03	6.15	6.27	6.37	5.14	4.87	5.11
09.06.14	2	19	18	Uninfected	13	N566448	white	10	25.4	spvid_295	4.34	4.67	4.25	7.02	6.9	6.33	4.69	5.15	4.68
09.06.14	2	19	18	Uninfected	13	N566466	blue	10	27.7	spvid_296	4.95	4.65	5.7	6.49	6.59	6.53	5.1	4.87	4.85
09.06.14	2	19	18	Infected	7	N566423	yellow	12	27.4	spvid_297	4.86	4.86	5	6.02	5.82	5.84	5.08	4.9	4.86
09.06.14	2	19	18	Infected	7	N566437	white	12	30.1	spvid_298	3.97	3.61	3.93	7.6	7.66	7.24	4.68	5.07	4.99
09.06.14	2	19	18	Infected	7	N566442	red	12	31.7	spvid_299	5.13	5.25	5.29	8.71	8.62	8.37	5.77	5.7	5.37
09.06.14	2	19	18	Infected	7	N566465	blue	12	28.7	spvid_300	4.6	4.39	4.87	6.79	6.89	6.96	5	4.76	5.23
09.06.14	2	19	18	Uninfected	5	N566407	red	12	27.8	spvid_301	4.21	4.4	4.2	6.54	6.91	6.47	5.02	4.4	4.7
09.06.14	2	19	18	Uninfected	5	N566417	white	12	28.9	spvid_302	4.39	4.4	4.45	6.84	6.36	6.83	4.46	5	4.65
09.06.14	2	19	18	Uninfected	5	N566419	blue	13	26.7	spvid_303	4.19	4.23	4.19	6.63	6.85	6.94	4.54	4.15	4.01
09.06.14	2	19	18	Uninfected	5	N566440	yellow	13	26.2	spvid_304	3.6	3.7	3.65	4.5	4.52	4.31	3.85	3.73	3.78
09.06.14	2	19	18	Infected	11	N566434	white	13	31.1	spvid_305	6.39	5.66	5.65	7.15	6.89	6.55	5.19	5.24	5.41
09.06.14	2	19	18	Infected	11	N566458	yellow	13	27.2	spvid_306	4.67	4.9	4.3	6.62	6.47	6.75	5.06	5.48	5.28
09.06.14	2	19	18	Infected	11	N566459	red	13	27.8	spvid_307	4.88	4.69	4.47	7.96	7.29	7.61	4.87	5.1	4.95
09.06.14	2	19	18	Infected	11	N566447	blue	14	29.4	spvid_308	5.62	5.7	5.33	6.97	7.2	7.06	5.53	5.96	5.81
11.06.14	2	21	18	Infected	15	N566460	blue	7	26.8	spvid_309	4.88	4.27	4.63	6.3	6	6.25	4.07	3.85	4.13
11.06.14	2	21	18	Infected	15	N566473	white	8	30.1	spvid_310	4.47	5.12	4.96	8.62	9.05	8.62	5.02	5.85	5.8
11.06.14	2	21	18	Infected	15	N173696	red	8	27.7	spvid_311	5.04	5.55	5.18	6.99	7.28	6.89	5.53	5.96	5.9
11.06.14	2	21	18	Infected	15	N566450	yellow	8	27.3	spvid_312	5.17	4.79	5.17	6.2	6.51	6.51	5.15	5.44	5.51
11.06.14	2	21	18	Uninfected	9	N566457	white	8	25.4	spvid_313	4.74	4.08	4.77	6.89	6.72	6.96	5.04	5.73	5.41
11.06.14	2	21	18	Uninfected	9	N566433	blue	9	29.1	spvid_314	4.72	4.87	4.99	7.09	7.31	7.46	5.04	5.16	5.24
11.06.14	2	21	18	Uninfected	9	N566438	yellow	9	27.4	spvid_315	4.9	4.84	5.02	6.96	6.8	6.87	4.96	4.86	5.04
11.06.14	2	21	18	Uninfected	9	N566432	red	9	24.9	spvid_316	4.81	4.49	4.69	6.08	6.21	6.76	4.41	4.31	4.85
11.06.14	2	21	18	Infected	3	N566409	yellow	9	25.5	spvid_317	4.17	4.18	4.22	7.17	6.84	6.76	4.95	4.6	4.7
11.06.14	2	21	18	Infected	3	N566413	blue	10	26.6	spvid_318	5.07	4.78	4.64	7	7.53	7.32	4.67	4.87	5.03
11.06.14	2	21	18	Infected	3	N566415	white	10	26.2	spvid_319	5.22	5.03	5.01	5.48	5.79	6.19	4.43	4.9	4.71
11.06.14	2	21	18	Infected	3	N566436	red	10	27.1	spvid_320	4.72	4.31	4.32	6.92	6.75	6.66	4.04	3.68	4.66
11.06.14	2	21	18	Uninfected	13	N566441	yellow	10	28.1	spvid_321	7.14	6.21	6.08	7.22	7.71	7.56	5.03	4.74	4.83
11.06.14	2	21	18	Uninfected	13	N566464	red	11	27.3	spvid_322	5.02	5.14	5.47	6.9	6.53	7	4.52	4.82	4.74
11.06.14	2	21	18	Uninfected	13	N566448	white	11	24.7	spvid_323	4.11	4.77	4.71	6.99	6.44	6.52	4.66	4.81	4.71
11.06.14	2	21	18	Uninfected	13	N566466	blue	11	26.5	spvid_324	4.67	4.72	4.58	6.74	6.65	6.59	5.22	5.43	5.28
11.06.14	2	21	18	Infected	7	N566423	yellow	13	26.5	spvid_325	4.92	4.86	5.06	7.71	7.35	7.8	5.1	4.99	5.08
11.06.14	2	21	18	Infected	7	N566437	white	13	29.1	spvid_326	3.89	4.2	3.95	6.77	6.99	6.66	5.42	5.2	5.24
11.06.14	2	21	18	Infected	7	N566442	red	13	30.6	spvid_327	5.33	5.55	5.45	7.64	6.73	7.8	5.63	5.7	5.9
11.06.14	2	21	18	Infected	7	N566465	blue	13	27.9	spvid_328	4.98	5.22	5.06	6.22	5.93	6.07	5.17	5.42	4.99
11.06.14	2	21	18	Uninfected	5	N566407	red	14	27.4	spvid_329	5.9	4.7	4.65	6.24	6.49	6.66	4.25	3.63	3.5
11.06.14	2	21	18	Uninfected	5	N566417	white	14	28.4	spvid_330	4.42	4.12	4.24	7.5	7.63	7.67	5.1	5.15	5.25
11.06.14	2	21	18	Uninfected	5	N566419	blue	14	26.5	spvid_331	4.23	4.22	4.24	6.49	6.31	6.35	4.97	4.54	4.84
11.06.14	2	21	18	Uninfected	5	N566440	yellow	14	25.9	spvid_332	3.79	3.04	3.53	4.04	3.46	4.06	3.52	3.52	3.33
11.06.14	2	21	18	Infected	11	N566434	white	15	30.4	spvid_333	5.04	5.02	4.82	6.68	6.86	6.65	4.91	4.88	4.62
11.06.14	2	21	18	Infected	11	N566458	yellow	15	26.6	spvid_334	4.22	4.27	4.24	6.12	6.26	6.45	5.8	5.25	5.25
11.06.14	2	21	18	Infected	11	N566459	red	15	26.8	spvid_335	4.63	4.53	4.78	7.04	7.6	7.41	5.5	"5,45"	"5,67"
11.06.14	2	21	18	Infected	11	N566447	blue	15	28.1	spvid_336	4.89	5.02	5.11	6.98	6.77	7.04	5.22	5.1	5.14
